SN,Total Feedback Given,Total Configured,Questions,Weightage 1,Weightage 2,Weightage 3,Weightage 4,Weightage 5,Average/ Percentage,Course Name,Basic Course,Comments,Polarity,Sentiment,Average_Score,Percentage,Cleaned_Comments,Subjectivity,Vader_Sentiment,VADER_Scores,Compound,VADER_Sentiment,Event_Type,Event_Type_Num
13,17,118,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,0,4,6,6,3.94 / 78.82,TYBA,BACHELOR OF ARTS,Great delivery by the instructor.,0.8,Positive,3.94,78.82,great delivery instructor,0.75,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive,Seminar,0
14,17,118,Teachers are able to identify your weaknesses and help you to overcome them.,1,1,4,1,10,4.06 / 81.18,TYBA,BACHELOR OF ARTS,Mentoring helped me improve a lot.,0.0,Neutral,4.06,81.18,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
15,17,118,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,1,2,11,3,3.94 / 78.82,TYBA,BACHELOR OF ARTS,The session was fantastic and very engaging.,0.46,Positive,3.94,78.82,session fantastic engaging,0.905,Positive,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.7425}",0.7425,Positive,Seminar,0
16,17,118,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,3,2,3,9,4.06 / 81.18,TYBA,BACHELOR OF ARTS,Interactive and enjoyable sessions.,0.5,Positive,4.06,81.18,interactive enjoyable session,0.6,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,Seminar,0
17,17,118,Teachers encourage you to participate in extracurricular activities.,0,0,4,8,5,4.06 / 81.18,TYBA,BACHELOR OF ARTS,Teaching was outstanding.,0.5,Positive,4.06,81.18,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
18,17,118,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,3,2,4,8,4.00 / 80.00,TYBA,BACHELOR OF ARTS,Teaching was outstanding.,0.5,Positive,4.0,80.0,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
19,17,118,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,2,3,9,3,3.76 / 75.29,TYBA,BACHELOR OF ARTS,Interactive and enjoyable sessions.,0.5,Positive,3.76,75.29,interactive enjoyable session,0.6,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,Seminar,0
20,17,118,The overall quality of the teaching-learning process in your institute is very good.,0,1,4,7,5,3.94 / 78.82,TYBA,BACHELOR OF ARTS,Great delivery by the instructor.,0.8,Positive,3.94,78.82,great delivery instructor,0.75,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive,Seminar,0
1,39,331,How much of the syllabus was covered in the class?,2,5,8,8,16,3.79 / 75.90,TYBCOM,BACHELOR OF COMMERCE,I enjoyed the activities a lot!,0.625,Positive,3.79,75.9,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
2,39,331,How well did the teachers prepare for the classes?,0,2,10,21,6,3.79 / 75.90,TYBCOM,BACHELOR OF COMMERCE,I enjoyed the activities a lot!,0.625,Positive,3.79,75.9,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
3,39,331,How well were the teachers able to communicate?,1,2,6,9,21,4.21 / 84.10,TYBCOM,BACHELOR OF COMMERCE,Not satisfied with the teaching method.,-0.25,Negative,4.21,84.1,satisfied teaching method,1.0,Negative,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.3252}",-0.3252,Negative,Seminar,0
4,39,331,The teacher’s approach to teaching can best be described as,1,2,11,14,11,3.82 / 76.41,TYBCOM,BACHELOR OF COMMERCE,Teaching was outstanding.,0.5,Positive,3.82,76.41,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
5,39,331,Fairness of the internal evaluation process by the teachers.,1,6,8,8,16,3.82 / 76.41,TYBCOM,BACHELOR OF COMMERCE,Teaching was outstanding.,0.5,Positive,3.82,76.41,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
6,39,331,Was your performance in assignments discussed with you?,1,7,8,9,14,3.72 / 74.36,TYBCOM,BACHELOR OF COMMERCE,Highly satisfied with the course.,0.5,Positive,3.72,74.36,highly satisfied course,1.0,Positive,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.4754}",0.4754,Positive,Seminar,0
7,39,331,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",2,5,11,6,15,3.69 / 73.85,TYBCOM,BACHELOR OF COMMERCE,The content was very informative.,0.2,Positive,3.69,73.85,content informative,0.3,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
8,39,331,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",4,6,6,12,11,3.51 / 70.26,TYBCOM,BACHELOR OF COMMERCE,Mentoring helped me improve a lot.,0.0,Neutral,3.51,70.26,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
9,39,331,The institution provides multiple opportunities to learn and grow.,2,5,9,11,12,3.67 / 73.33,TYBCOM,BACHELOR OF COMMERCE,The session was fantastic and very engaging.,0.46,Positive,3.67,73.33,session fantastic engaging,0.905,Positive,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.7425}",0.7425,Positive,Seminar,0
10,39,331,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,6,7,11,15,3.90 / 77.95,TYBCOM,BACHELOR OF COMMERCE,Teaching was outstanding.,0.5,Positive,3.9,77.95,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
11,39,331,Your mentor does a necessary follow-up with an assigned task to you.,4,7,5,5,18,3.67 / 73.33,TYBCOM,BACHELOR OF COMMERCE,Mentoring helped me improve a lot.,0.0,Neutral,3.67,73.33,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
12,39,331,The teachers illustrate the concepts through examples and applications.,3,5,4,10,17,3.85 / 76.92,TYBCOM,BACHELOR OF COMMERCE,I enjoyed the activities a lot!,0.625,Positive,3.85,76.92,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
13,39,331,The teachers identify your strengths and encourage you to provide the proper level of challenges.,2,4,5,15,13,3.85 / 76.92,TYBCOM,BACHELOR OF COMMERCE,Assignments were not discussed properly.,0.0,Neutral,3.85,76.92,assignment discussed properly,0.1,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
14,39,331,Teachers are able to identify your weaknesses and help you to overcome them.,3,3,8,13,12,3.72 / 74.36,TYBCOM,BACHELOR OF COMMERCE,Teaching was outstanding.,0.5,Positive,3.72,74.36,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
15,39,331,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",3,4,9,15,8,3.54 / 70.77,TYBCOM,BACHELOR OF COMMERCE,Some parts were useful.,0.3,Positive,3.54,70.77,part useful,0.0,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,Seminar,0
16,39,331,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",2,7,11,11,8,3.41 / 68.21,TYBCOM,BACHELOR OF COMMERCE,The content was very informative.,0.2,Positive,3.41,68.21,content informative,0.3,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
17,39,331,Teachers encourage you to participate in extracurricular activities.,0,5,13,11,10,3.67 / 73.33,TYBCOM,BACHELOR OF COMMERCE,Highly satisfied with the course.,0.5,Positive,3.67,73.33,highly satisfied course,1.0,Positive,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.4754}",0.4754,Positive,Seminar,0
18,39,331,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,4,8,14,13,3.92 / 78.46,TYBCOM,BACHELOR OF COMMERCE,"It was okay, but a bit long.",0.225,Positive,3.92,78.46,okay bit long,0.45,Positive,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.1154}",0.1154,Positive,Seminar,0
19,39,331,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",7,3,13,5,11,3.26 / 65.13,TYBCOM,BACHELOR OF COMMERCE,Interactive and enjoyable sessions.,0.5,Positive,3.26,65.13,interactive enjoyable session,0.6,Positive,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive,Seminar,0
20,39,331,The overall quality of the teaching-learning process in your institute is very good.,1,5,4,14,15,3.95 / 78.97,TYBCOM,BACHELOR OF COMMERCE,Neutral experience overall.,0.0,Neutral,3.95,78.97,neutral experience overall,0.0,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
1,4,105,How much of the syllabus was covered in the class?,0,0,3,0,1,3.50 / 70.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,The explanation was just satisfactory.,0.0,Neutral,3.5,70.0,explanation satisfactory,0.0,Positive,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,Positive,Seminar,0
2,4,105,How well did the teachers prepare for the classes?,0,0,0,3,1,4.25 / 85.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Excellent speakers and content!,1.0,Positive,4.25,85.0,excellent speaker content,1.0,Positive,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.6114}",0.6114,Positive,Seminar,0
3,4,105,How well were the teachers able to communicate?,0,0,0,3,1,4.25 / 85.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Assignments were not discussed properly.,0.0,Neutral,4.25,85.0,assignment discussed properly,0.1,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
4,4,105,The teacher’s approach to teaching can best be described as,0,0,3,0,1,3.50 / 70.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Could be improved with more examples.,0.5,Positive,3.5,70.0,could improved example,0.5,Positive,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.4767}",0.4767,Positive,Seminar,0
5,4,105,Fairness of the internal evaluation process by the teachers.,0,0,1,2,1,4.00 / 80.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Teaching was outstanding.,0.5,Positive,4.0,80.0,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
6,4,105,Was your performance in assignments discussed with you?,0,0,2,0,2,4.00 / 80.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Teaching was outstanding.,0.5,Positive,4.0,80.0,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
7,4,105,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,2,1,1,3.75 / 75.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Loved every bit of it!,0.875,Positive,3.75,75.0,loved every bit,0.8,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.636}",0.636,Positive,Seminar,0
8,4,105,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,1,1,1,3.50 / 70.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Teaching was outstanding.,0.5,Positive,3.5,70.0,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
9,4,105,The institution provides multiple opportunities to learn and grow.,0,0,0,3,1,4.25 / 85.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Content was fine.,0.4166666666666667,Positive,4.25,85.0,content fine,0.5,Positive,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.2023}",0.2023,Positive,Seminar,0
10,4,105,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,1,1,2,4.25 / 85.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,I couldn't understand most of it.,0.5,Positive,4.25,85.0,understand,0.5,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
11,4,105,Your mentor does a necessary follow-up with an assigned task to you.,3,0,0,0,1,2.00 / 40.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,The delivery was acceptable.,0.0,Neutral,2.0,40.0,delivery acceptable,0.0,Positive,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.3182,Positive,Seminar,0
12,4,105,The teachers illustrate the concepts through examples and applications.,0,0,0,1,3,4.75 / 95.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,I enjoyed the activities a lot!,0.625,Positive,4.75,95.0,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
13,4,105,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,0,3,0,1,3.50 / 70.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Not satisfied with the teaching method.,-0.25,Negative,3.5,70.0,satisfied teaching method,1.0,Negative,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.3252}",-0.3252,Negative,Seminar,0
14,4,105,Teachers are able to identify your weaknesses and help you to overcome them.,0,0,0,1,3,4.75 / 95.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,It was average.,-0.15,Negative,4.75,95.0,average,0.39999999999999997,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
15,4,105,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,4,0,4.00 / 80.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Loved every bit of it!,0.875,Positive,4.0,80.0,loved every bit,0.8,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.636}",0.636,Positive,Seminar,0
16,4,105,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,1,0,2,1,3.75 / 75.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Teaching was outstanding.,0.5,Positive,3.75,75.0,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
17,4,105,Teachers encourage you to participate in extracurricular activities.,0,0,0,3,1,4.25 / 85.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Mentoring helped me improve a lot.,0.0,Neutral,4.25,85.0,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
18,4,105,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,1,2,1,4.00 / 80.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Too theoretical for my taste.,0.0,Neutral,4.0,80.0,theoretical taste,0.1,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
19,4,105,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,0,2,0,1,3.00 / 60.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,I enjoyed the activities a lot!,0.625,Positive,3.0,60.0,enjoyed activity lot,0.7,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5562}",0.5562,Positive,Seminar,0
20,4,105,The overall quality of the teaching-learning process in your institute is very good.,0,1,0,2,1,3.75 / 75.00,TYBMS,BACHELOR OF MANAGEMENT STUDIES,Great delivery by the instructor.,0.8,Positive,3.75,75.0,great delivery instructor,0.75,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive,Seminar,0
1,9,170,How much of the syllabus was covered in the class?,0,0,0,3,6,4.67 / 93.33,TYBSC,BACHELOR OF SCIENCE,Mentoring helped me improve a lot.,0.0,Neutral,4.67,93.33,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
2,9,170,How well did the teachers prepare for the classes?,0,0,0,3,6,4.67 / 93.33,TYBSC,BACHELOR OF SCIENCE,Great delivery by the instructor.,0.8,Positive,4.67,93.33,great delivery instructor,0.75,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive,Seminar,0
3,9,170,How well were the teachers able to communicate?,0,0,0,0,9,5.00 / 100.00,TYBSC,BACHELOR OF SCIENCE,Mentoring helped me improve a lot.,0.0,Neutral,5.0,100.0,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
4,9,170,The teacher’s approach to teaching can best be described as,0,0,0,2,7,4.78 / 95.56,TYBSC,BACHELOR OF SCIENCE,Teaching was outstanding.,0.5,Positive,4.78,95.56,teaching outstanding,0.875,Positive,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",0.6124,Positive,Seminar,0
5,9,170,Fairness of the internal evaluation process by the teachers.,0,0,1,2,6,4.56 / 91.11,TYBSC,BACHELOR OF SCIENCE,The content was very informative.,0.2,Positive,4.56,91.11,content informative,0.3,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
6,9,170,Was your performance in assignments discussed with you?,0,0,1,2,6,4.56 / 91.11,TYBSC,BACHELOR OF SCIENCE,Too theoretical for my taste.,0.0,Neutral,4.56,91.11,theoretical taste,0.1,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
7,9,170,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,1,3,0,4,3.56 / 71.11,TYBSC,BACHELOR OF SCIENCE,Mentoring helped me improve a lot.,0.0,Neutral,3.56,71.11,mentoring helped improve lot,0.0,Positive,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive,Seminar,0
8,9,170,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,3,2,4,4.11 / 82.22,TYBSC,BACHELOR OF SCIENCE,The content was very informative.,0.2,Positive,4.11,82.22,content informative,0.3,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
9,9,170,The institution provides multiple opportunities to learn and grow.,0,0,1,1,7,4.67 / 93.33,TYBSC,BACHELOR OF SCIENCE,Too theoretical for my taste.,0.0,Neutral,4.67,93.33,theoretical taste,0.1,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,Seminar,0
10,9,170,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,1,0,2,6,4.44 / 88.89,TYBSC,BACHELOR OF SCIENCE,Great delivery by the instructor.,0.8,Positive,4.44,88.89,great delivery instructor,0.75,Positive,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,Positive,Seminar,0
11,9,170,Your mentor does a necessary follow-up with an assigned task to you.,0,0,1,1,7,4.67 / 93.33,TYBSC,BACHELOR OF SCIENCE,Loved every bit of it!,0.875,Positive,4.67,93.33,loved every bit,0.8,Positive,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.636}",0.636,Positive,Seminar,0
12,9,170,The teachers illustrate the concepts through examples and applications.,0,0,0,1,8,4.89 / 97.78,TYBSC,BACHELOR OF SCIENCE,No comments.,0.0,Neutral,4.89,97.78,comment,0.0,Negative,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,Seminar,0
13,9,170,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,1,0,1,7,4.56 / 91.11,TYBSC,BACHELOR OF SCIENCE,No comments.,0.0,Neutral,4.56,91.11,comment,0.0,Negative,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative,Seminar,0
